10
B1_STS,1,1,false,16,HoldingRegister,1
B1_TRP,2,2,false,16,HoldingRegister,2
B1_VLT,3,3,false,16,HoldingRegister,3
B1_CUR,4,4,false,16,HoldingRegister,4
B2_STS,5,5,false,16,HoldingRegister,5
B2_TRP,6,6,false,16,HoldingRegister,6
B2_VLT,7,7,false,16,HoldingRegister,7
B2_CUR,8,8,false,16,HoldingRegister,8
B3_STS,9,9,false,16,HoldingRegister,9
B3_TRP,10,10,false,16,HoldingRegister,10
B3_VLT,11,11,false,16,HoldingRegister,11
B3_CUR,12,12,false,16,HoldingRegister,12
B4_STS,13,13,false,16,HoldingRegister,13
B4_TRP,14,14,false,16,HoldingRegister,14
B4_VLT,15,15,false,16,HoldingRegister,15
B4_CUR,16,16,false,16,HoldingRegister,16
B5_STS,17,17,false,16,HoldingRegister,17
B5_TRP,18,18,false,16,HoldingRegister,18
B5_VLT,19,19,false,16,HoldingRegister,19
B5_CUR,20,20,false,16,HoldingRegister,20
